,Order,Family,Genus,species,tree.name,female2n,male2n,B.chromosomes,sex.chromosome.system,notes..comments,hapauto,codedSCS,Source,Study
184,Artiodactyla,Cervidae,Mazama,nana,Mazama_nana,36,36,yes,XY,,17,unfused,Animal Karyotype Book 2020,Abril and Duarte 2008
216,Artiodactyla,Hippopotamidae,Choeropsis,liberiensis,Choeropsis_liberiensis,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Frohlich et al. 2016
215,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,Hippopotamus_amphibius,36,36,,XY,,17,unfused,Animal Karyotype Book,Kulemzima et al. 2009
232,Artiodactyla,Suidae,Sus,scrofa,Sus_scrofa,36,36,,XY,,17,unfused,Blackmon,
234,Artiodactyla,Suidae,Sus,scrofa scrofa,Sus_scrofa scrofa,36,36,,XY,,17,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
263,Carnivora,Canidae,Vulpes,corsac,Vulpes_corsac,36,36,,XY,,17,unfused,Animal Karyotype Book,Graphodatsky et al. 2008
261,Carnivora,Canidae,Vulpes,vulpes,Vulpes_vulpes,36,36,,XY,,17,unfused,Blackmon,
276,Carnivora,Felidae,Felis,geoffroyi,Felis_geoffroyi,36,36,,XY,,17,unfused,Blackmon,
281,Carnivora,Felidae,Felis,pardalis,Felis_pardalis,36,36,,XY,,17,unfused,Blackmon,
285,Carnivora,Felidae,Felis,wiedi,Felis_wiedi,36,36,,XY,,17,unfused,Blackmon,
293,Carnivora,Felidae,Leopardus,colocolo,Leopardus_colocolo,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Wurster-Hill and Gray 1973
289,Carnivora,Felidae,Leopardus,geoffroyi,Leopardus_geoffroyi,36,36,,XY,,17,unfused,Animal Karyotype Book,Nash (Unpublished)
290,Carnivora,Felidae,Leopardus,pardalis,Leopardus_pardalis,36,36,,XY,,17,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
292,Carnivora,Felidae,Leopardus,tigrinus,Leopardus_tigrinus,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Wurster-Hill and Centerwall 1982
312,Carnivora,Herpestidae,Bdeogale,sp.,Bdeogale_sp.,36,36,,XY,,17,unfused,Animal Karyotype Book,Wurster-Hill and Gray 1975
313,Carnivora,Herpestidae,Helogale,parvula,Helogale_parvula,36,36,,XY,,17,unfused,Animal Karyotype Book,Nash (Unpublished)
315,Carnivora,Herpestidae,Herpestes,javanicus,Herpestes_javanicus,36,36,,XY,,17,unfused,Animal Karyotype Book,Yang and Nie (Unpublished)
316,Carnivora,Herpestidae,Suricata,suricatta,Suricata_suricatta,36,36,,XY,,17,unfused,Blackmon,
331,Carnivora,Mustelidae,Lutra,lutra,Lutra_lutra,36,36,,XY,,17,unfused,Animal Karyotype Book,Graphodatsky (Unpublished)
368,Carnivora,Otariidae,Arctocephalus,forsteri,Arctocephalus_forsteri,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Beklemisheva (Unpublished)
363,Carnivora,Otariidae,Arctocephalus,pusillus,Arctocephalus_pusillus,36,36,,XY,,17,unfused,Animal Karyotype Book,Arnason 1977
364,Carnivora,Otariidae,Callorhinus,ursinus,Callorhinus_ursinus,36,36,,XY,,17,unfused,Blackmon,Arnason 1977
365,Carnivora,Otariidae,Eumetopias,jubatus,Eumetopias_jubatus,36,36,,XY,,17,unfused,Blackmon,Arnason 1974b
367,Carnivora,Otariidae,Phocarctos,hookeri,Phocarctos_hookeri,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Beklemisheva (Unpublished)
366,Carnivora,Otariidae,Zalophus,californianus,Zalophus_californianus,36,36,,XY,,17,unfused,Blackmon,Arnason 1974a
382,Carnivora,Procyonidae,Ailurus,fulgens,Ailurus_fulgens,36,36,,XY,,17,unfused,Blackmon,Ni et al. 2002
411,Carnivora,Viverridae,Viverricula,indica,Viverricula_indica,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Nie et al. 2012
446,Chiroptera,Mystacinidae,Mystacina,tuberculata,Mystacina_tuberculata,36,36,,XY,,17,unfused,Animal Karyotype Book,Bickham et al. 1980
447,Chiroptera,Natalidae,Natalus,major,Natalus_major,36,36,,XY,,17,unfused,Animal Karyotype Book,Hoyt and Baker 1980
448,Chiroptera,Natalidae,Natalus,tumidirostris,Natalus_tumidirostris,36,36,,XY,,17,unfused,Blackmon,
515,Chiroptera,Phyllostomidae,Rhinophyla,pumilio,Rhinophyla_pumilio,36,36,,XY,,17,unfused,Blackmon,Baker et al. 1979
527,Chiroptera,Phyllostomidae,Uroderma,magnirostrum,Uroderma_magnirostrum,36,36,,XY,,17,unfused,Blackmon,Pieczarka et al. 2013
535,Chiroptera,Pteropodidae,Alionycteris,paucidentata,Alionycteris_paucidentata,36,36,,XY,,17,unfused,Animal Karyotype Book,Rickart et al. 1999
537,Chiroptera,Pteropodidae,Eonycteris,robusta,Eonycteris_robusta,36,36,,XY,,17,unfused,Animal Karyotype Book,Rickart et al. 1999
538,Chiroptera,Pteropodidae,Epomops,franqueti,Epomops_franqueti,36,36,,XY,,17,unfused,Animal Karyotype Book,Haiduk et al. 1981
539,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus_monstrosus,36,36,,XY,,17,unfused,Animal Karyotype Book,Haiduk et al. 1981
540,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus_woermanni,36,36,,XY,,17,unfused,Animal Karyotype Book,Haiduk et al. 1981
542,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris_torquata,36,36,,XY,,17,unfused,Animal Karyotype Book,Haiduk et al. 1981
547,Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Rousettus_aegyptiacus,36,36,,XY,,17,unfused,Animal Karyotype Book,Haiduk et al. 1981
548,Chiroptera,Pteropodidae,Rousettus,angolensis,Rousettus_angolensis,36,36,,XY,,17,unfused,Animal Karyotype Book,Haiduk et al. 1981
549,Chiroptera,Pteropodidae,Rousettus,lanosus,Rousettus_lanosus,36,36,,XY,,17,unfused,Animal Karyotype Book,Teeling and Stanyon (Unpublished)
550,Chiroptera,Pteropodidae,Rousettus,leschenaulti,Rousettus_leschenaulti,36,36,,XY,,17,unfused,Blackmon,Sreeepada and Gururaj 1995
558,Chiroptera,Rhinolophidae,Rhinolophus,sinicus,Rhinolophus_sinicus,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Mao et al. 2007a
564,Chiroptera,Rhinopomatidae,Rhinopoma,hardwickei,Rhinopoma_hardwickei,36,36,,XY,,17,unfused,Animal Karyotype Book,Qumsiyeh 1988
591,Chiroptera,Vespertilionidae,Nyctalus,velutinus,Nyctalus_velutinus,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Ao et al.2006
595,Chiroptera,Vespertilionidae,Pipistrellus,affinis,Pipistrellus_affinis,36,36,,XY,,17,unfused,Blackmon,
597,Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus,Pipistrellus_ceylonicus,36,36,,XY,,17,unfused,Animal Karyotype Book,Sreepada et al. 1996
613,Chiroptera,Vespertilionidae,Scotophilus,dinganii,Scotophilus_dinganii,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Eick et al. 2007
611,Chiroptera,Vespertilionidae,Scotophilus,heathi,Scotophilus_heathi,36,36,,XY,,17,unfused,Animal Karyotype Book,Stock 1975
612,Chiroptera,Vespertilionidae,Scotophilus,kuhlii,Scotophilus_kuhlii,36,36,,XY,,17,unfused,Animal Karyotype Book,Stock 1975
735,Eulipotyphla,Soricidae,Crocidura,canariensis,Crocidura_canariensis,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Vogel et al. 2006
737,Eulipotyphla,Soricidae,Crocidura,glassi,Crocidura_glassi,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Aniskin (Unpublished)
738,Eulipotyphla,Soricidae,Crocidura,muricauda,Crocidura_muricauda,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Aniskin (Unpublished)
734,Eulipotyphla,Soricidae,Crocidura,sicula,Crocidura_sicula,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Vogel et al. 2006
733,Eulipotyphla,Soricidae,Crocidura,tarfayensis,Crocidura_tarfayensis,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Vogel et al. 2006
720,Eulipotyphla,Soricidae,Sorex,granarius,Sorex_granarius,36,36,,XY,,17,unfused,Animal Karyotype Book,Perelman et al. (Unpublished)
722,Eulipotyphla,Soricidae,Sorex,raddei,Sorex_raddei,36,36,,XY,,17,unfused,Animal Karyotype Book,Biltueva et al. 2011
749,Eulipotyphla,Talpidae,Euroscaptor,klossi,Euroscaptor_klossi,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Kawada et al. 2006
1001,Rodentia,Cricetidae,Akodon,simulator,Akodon_simulator,36,36,,XY,,17,unfused,Animal Karyotype Book,Aniskin et al. 1996
1024,Rodentia,Cricetidae,Arvicola,amphibius,Arvicola_amphibius,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Romanenko et al. 2016
1023,Rodentia,Cricetidae,Arvicola,terrestris,Arvicola_terrestris,36,36,,XY,,17,unfused,Blackmon,Sablina et al. (Unpublished)
1067,Rodentia,Cricetidae,Ellobius,fuscocapillus,Ellobius_fuscocapillus,36,36,,XY,XY/SRY,17,unfused,Blackmon,Perelman and Graphodatsky (Unpublished)
1079,Rodentia,Cricetidae,Euneomys,chinchilloides petersoni,Euneomys_chinchilloides petersoni,36,36,,XY,,17,unfused,Animal Karyotype Book,Reise and Gallardo 1990
1103,Rodentia,Cricetidae,Microtus,gregalis,Microtus_gregalis,36,36,,XY,,17,unfused,Animal Karyotype Book,Lemskaya et al. 2010
1220,Rodentia,Ctenodactylidae,Felovia,vae,Felovia_vae,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,George 1979
1218,Rodentia,Ctenodactylidae,Massoutiera,mzabi,Massoutiera_mzabi,36,36,,XY,,17,unfused,Animal Karyotype Book,George 1979
1301,Rodentia,Muridae,Acomys,cahirinus-1,Acomys_cahirinus-1,36,36,,XY,,17,unfused,Blackmon,
1322,Rodentia,Muridae,Crunomys,suncoides,Crunomys_suncoides,36,36,,XY,,17,unfused,Animal Karyotype Book,Rickart and Heany 2002
1323,Rodentia,Muridae,Dasymys,incomtus,Dasymys_incomtus,36,36,,XY,,17,unfused,Animal Karyotype Book,Volobouev et al. 2000
1324,Rodentia,Muridae,Dasymys,rufulus,Dasymys_rufulus,36,36,yes (3),XY,,17,unfused,Animal Karyotype Book,Volobouev et al. 2000
1336,Rodentia,Muridae,Gerbillurus,robustus,Gerbillurus_robustus,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Volobouev et al. 2007
1331,Rodentia,Muridae,Gerbillurus,tytonis,Gerbillurus_tytonis,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Volobouev et al. 2007
1349,Rodentia,Muridae,Mastomys,coucha,Mastomys_coucha,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Romanenko (Unpublished)
1365,Rodentia,Muridae,Mus,mahomet,Mus_mahomet,36,36,,XY,,17,unfused,Animal Karyotype Book,Aniskin et al. 1998
1367,Rodentia,Muridae,Mus,mattheyi,Mus_mattheyi,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Veyrunes et al. 2006
1376,Rodentia,Muridae,Praomys,daltoni,Praomys_daltoni,36,36,,XY,,17,unfused,Animal Karyotype Book,Volobouev et al. 2002a
1378,Rodentia,Muridae,Rattus,natalensis,Rattus_natalensis,36,36,,XY,,17,unfused,Blackmon,
1453,Rodentia,Sciuridae,Marmota,kastschenkoi,Marmota_kastschenkoi,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Beklemisheva et al. 2011
1446,Rodentia,Sciuridae,Spermophilus,erythrogenys,Spermophilus_erythrogenys,36,36,,XY,,17,unfused,Animal Karyotype Book,Graphodatsky and Sablina (Unpublished)
1454,Rodentia,Sciuridae,Spermophilus,major,Spermophilus_major,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Beklemisheva et al. 2011
1456,Rodentia,Sciuridae,Spermophilus,pygmaeus,Spermophilus_pygmaeus,36,36,,XY,,17,unfused,Animal Karyotype Book 2020,Beklemisheva et al. (Unpublished)
2,Afrosoricida,Chrysochloridae,Amblysomus,iris,Amblysomus_iris,34,34,,XY,,16,unfused,Animal Karyotype Book,Capanna et al. 1989
150,Artiodactyla,Bovidae,Tragelaphus,scriptus,Tragelaphus_scriptus,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Rubes et al. 2008
185,Artiodactyla,Cervidae,Mazama,bororo,Mazama_bororo,34,34,yes,XY,,16,unfused,Animal Karyotype Book 2020,Duarte (Unpublished)
235,Artiodactyla,Suidae,Phacochoerus,africanus,Phacochoerus_africanus,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Musilova et al. 2010
227,Artiodactyla,Suidae,Phacochoerus,africanus sundervallii,Phacochoerus_africanus sundervallii,34,34,,XY,,16,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
228,Artiodactyla,Suidae,Potamochoerus,larvatus,Potamochoerus_larvatus,34,34,,XY,,16,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
229,Artiodactyla,Suidae,Potamochoerus,porcus,Potamochoerus_porcus,34,34,,XY,,16,unfused,Animal Karyotype Book,Musilova et al. 2010
231,Artiodactyla,Suidae,Sus,cebifrons,Sus_cebifrons,34,34,,XY,,16,unfused,Animal Karyotype Book,CRES San Diego (Unpublished)
264,Carnivora,Canidae,Vulpes,fulva,Vulpes_fulva,34,34,,XY,,16,unfused,Blackmon,
262,Carnivora,Canidae,Vulpes,vulpes,Vulpes_vulpes,34,34,yes (3),XY,,16,unfused,Animal Karyotype Book,Rubtsova 1998
369,Carnivora,Phocidae,Cystophora,cristata,Cystophora_cristata,34,34,,XY,,16,unfused,Blackmon,Arnason 1974b
370,Carnivora,Phocidae,Erignathus,barbatus,Erignathus_barbatus,34,34,,XY,,16,unfused,Blackmon,Arnason 1974b
372,Carnivora,Phocidae,Leptonychotes,weddelli,Leptonychotes_weddelli,34,34,,XY,,16,unfused,Animal Karyotype Book,Arnason 1974b
373,Carnivora,Phocidae,Mirounga,angustirostris,Mirounga_angustirostris,34,34,,XY,,16,unfused,Animal Karyotype Book,Arnason 1974b
374,Carnivora,Phocidae,Monachus,schauinslandi,Monachus_schauinslandi,34,34,,XY,,16,unfused,Animal Karyotype Book,Arnason 1974b
406,Carnivora,Viverridae,Prionodon,linsang,Prionodon_linsang,34,34,,XY,,16,unfused,Blackmon,Wurster-Hill and Gray 1975
433,Chiroptera,Molossidae,Molossops,abrasus,Molossops_abrasus,34,34,,XY,,16,unfused,Animal Karyotype Book,Morielle-Versute et al. 1996
449,Chiroptera,Noctilionidae,Noctilio,albiventris,Noctilio_albiventris,34,34,,XY,,16,unfused,Blackmon,Varella-Garcia et al. 1989
486,Chiroptera,Phyllostomidae,Lophostoma,occidentalis,Lophostoma_occidentalis,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Sotero-Caio et al. 2015
485,Chiroptera,Phyllostomidae,Lophostoma,silvicolum,Lophostoma_silvicolum,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Ribas et al. 2015
514,Chiroptera,Phyllostomidae,Rhinophyla,fischerae,Rhinophyla_fischerae,34,34,,XY,,16,unfused,Animal Karyotype Book,Baker et al. 1979
516,Chiroptera,Phyllostomidae,Rhinophyla,pumilio,Rhinophyla_pumilio,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Gomes et al. 2012
536,Chiroptera,Pteropodidae,Casinycteris,ophiodon,Casinycteris_ophiodon,34,34,,XY,,16,unfused,Animal Karyotype Book,Haiduk et al. 1981
551,Chiroptera,Pteropodidae,Cynopterus,sphinx,Cynopterus_sphinx,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Ao et al. 2007
552,Chiroptera,Pteropodidae,Eidolon,helvum,Eidolon_helvum,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Houck (Unpublished)
601,Chiroptera,Vespertilionidae,Pipistrellus,javanicus,Pipistrellus_javanicus,34,34,,XY,,16,unfused,Animal Karyotype Book,Volleth et al. 2001
706,Eulipotyphla,Solenodontidae,Solenodon,paradoxus,Solenodon_paradoxus,34,34,,XY,,16,unfused,Animal Karyotype Book,Benirschke 1969
747,Eulipotyphla,Talpidae,Dymecodon,pilirostris,Dymecodon_pilirostris,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Kawada and Obara 1999
752,Eulipotyphla,Talpidae,Neurotrichus,gibbsii,Neurotrichus_gibbsii,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Kawada et al. 2008
741,Eulipotyphla,Talpidae,Parascalops,breweri,Parascalops_breweri,34,34,,XY,,16,unfused,Animal Karyotype Book,Benirschke 1969
750,Eulipotyphla,Talpidae,Parascaptor,leucura,Parascaptor_leucura,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Kawada et al. 2016
753,Eulipotyphla,Talpidae,Scapanulus,oweni,Scapanulus_oweni,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,He et al. 2012
751,Eulipotyphla,Talpidae,Scaptonyx,fusicaudus,Scaptonyx_fusicaudus,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Kawada et al. 2008
742,Eulipotyphla,Talpidae,Talpa,altaica,Talpa_altaica,34,34,,XY,,16,unfused,Animal Karyotype Book,Biltueva and Vorobieva 2012
743,Eulipotyphla,Talpidae,Talpa,europaea,Talpa_europaea,34,34,,XY,,16,unfused,Blackmon,Volleth and Muller 2006
744,Eulipotyphla,Talpidae,Talpa,europaea europaea,Talpa_europaea europaea,34,34,,XY,,16,unfused,Animal Karyotype Book,Benirschke 1969
748,Eulipotyphla,Talpidae,Urotrichus,talpoides,Urotrichus_talpoides,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Kawada and Obara 1999
847,Primates,Atelidae,Ateles,belzebuth marginatus,Ateles_belzebuth marginatus,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,de Oliveira et al. 2005
838,Primates,Atelidae,Ateles,geoffroyi,Ateles_geoffroyi,34,34,,XY,,16,unfused,Blackmon,Pieczarka et al. 1989
848,Primates,Atelidae,Ateles,paniscus,Ateles_paniscus,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Pieczarka et al. 1989
954,Primates,Lepilemuridae,Lepilemur,septentrionalis,Lepilemur_septentrionalis,34,34,,XY,,16,unfused,Animal Karyotype Book,Rumpler et al. 1985
988,Rodentia,Capromyidae,Mysateles,prehensilis,Mysateles_prehensilis,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Milishnikov et al. 1990
1091,Rodentia,Cricetidae,Microtus,brandti,Microtus_brandti,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Gladkikh et al. 2016
1161,Rodentia,Cricetidae,Necromys,lasiurus,Necromys_lasiurus,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Hass et al. 2008
1196,Rodentia,Cricetidae,Phodopus,roborovskii,Phodopus_roborovskii,34,34,,XY,,16,unfused,Animal Karyotype Book,Romanenko et al. 2007
1222,Rodentia,Ctenomyidae,Ctenomys,magellanicus magellanicus,Ctenomys_magellanicus magellanicus,34,34,,XY,,16,unfused,Animal Karyotype Book,Gallardo 1979
1256,Rodentia,Echimyidae,Proechimys,sp.2,Proechimys_sp.2,34,34,,XY,,16,unfused,Animal Karyotype Book,Aniskin 1994b
1457,Rodentia,Sciuridae,Ictidomys,tridecemlineatu,Ictidomys_tridecemlineatu,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Lemskaya et al. 2018
1447,Rodentia,Sciuridae,Spermophilus,richardsonii,Spermophilus_richardsonii,34,34,,XY,,16,unfused,Blackmon,
1455,Rodentia,Sciuridae,Spermophilus,suslicus,Spermophilus_suslicus,34,34,,XY,,16,unfused,Animal Karyotype Book 2020,Beklemisheva et al. 2011
21,Afrosoricida,Tenrecidae,Microgale,fotsifotsy,Microgale_fotsifotsy,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
25,Afrosoricida,Tenrecidae,Microgale,parvula,Microgale_parvula,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
22,Afrosoricida,Tenrecidae,Microgale,soricoides,Microgale_soricoides,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
23,Afrosoricida,Tenrecidae,Microgale,taiva,Microgale_taiva,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
29,Afrosoricida,Tenrecidae,Oryzorictes,hova,Oryzorictes_hova,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Gilbert et al. 2007
148,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Tragelaphus_strepsiceros,32,32,,XY,,15,unfused,Animal Karyotype Book,Rubes et al. 2008
241,Artiodactyla,Tragulidae,Tragulus,javanicus,Tragulus_javanicus,32,32,,XY,,15,unfused,Animal Karyotype Book,Gallagher et al. 1996
46,Artiodactyla,Bovidae,Antilope,cervicapra,Antilope_cervicapra,NA,30-33,,XY,,15,unfused,Atlas of Mammalian Chromosomes,Cerohorska et al. 2012
359,Carnivora,Mustelidae,Taxidea,taxus,Taxidea_taxus,32,32,,XY,,15,unfused,Blackmon,
362,Carnivora,Odobenidae,Odobenus,rosmarus,Odobenus_rosmarus,32,32,,XY,,15,unfused,Animal Karyotype Book,Arnason 1977
371,Carnivora,Phocidae,Halichoerus,grypus,Halichoerus_grypus,32,32,,XY,,15,unfused,Blackmon,Arnason 1970a
375,Carnivora,Phocidae,Pagophilus,groenlandicus,Pagophilus_groenlandicus,32,32,,XY,,15,unfused,Blackmon,
376,Carnivora,Phocidae,Phoca,fasciata,Phoca_fasciata,32,32,,XY,,15,unfused,Animal Karyotype Book,Arnason 1977
377,Carnivora,Phocidae,Phoca,groenlandica,Phoca_groenlandica,32,32,,XY,,15,unfused,Animal Karyotype Book,Arnason 1974c
380,Carnivora,Phocidae,Phoca,largha,Phoca_largha,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Beklemisheva (Unpublished)
378,Carnivora,Phocidae,Phoca,vitulina,Phoca_vitulina,32,32,,XY,,15,unfused,Blackmon,Fronicke et al. 1997
379,Carnivora,Phocidae,Pusa,hispida,Pusa_hispida,32,32,,XY,,15,unfused,Blackmon,Arnason 1974c
381,Carnivora,Phocidae,Pusa,sibirica,Pusa_sibirica,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Beklemisheva et al. 2016
428,Chiroptera,Hipposideridae,Hipposideros,armiger,Hipposideros_armiger,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Mao et al. 2010
417,Chiroptera,Hipposideridae,Hipposideros,ater,Hipposideros_ater,32,32,,XY,,15,unfused,Animal Karyotype Book,Sreepada et al. 1993
418,Chiroptera,Hipposideridae,Hipposideros,cineraceus,Hipposideros_cineraceus,32,32,,XY,,15,unfused,Animal Karyotype Book,Sreepada et al. 1993
419,Chiroptera,Hipposideridae,Hipposideros,fulvus,Hipposideros_fulvus,32,32,,XY,,15,unfused,Animal Karyotype Book,Sreepada et al. 1993
420,Chiroptera,Hipposideridae,Hipposideros,fulvus pallidus,Hipposideros_fulvus pallidus,32,32,,XY,,15,unfused,Animal Karyotype Book,Choudhury and Patro 1993
421,Chiroptera,Hipposideridae,Hipposideros,lankadiva,Hipposideros_lankadiva,32,32,,XY,,15,unfused,Animal Karyotype Book,Sreepada et al. 1993
425,Chiroptera,Hipposideridae,Hipposideros,larvatus,Hipposideros_larvatus,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Volleth et al. 2002
422,Chiroptera,Hipposideridae,Hipposideros,pomona,Hipposideros_pomona,32,32,,XY,,15,unfused,Animal Karyotype Book,Sreepada et al. 1993
427,Chiroptera,Hipposideridae,Hipposideros,pomona,Hipposideros_pomona,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Mao et al. 2010
426,Chiroptera,Hipposideridae,Hipposideros,pratti,Hipposideros_pratti,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Mao et al. 2010
423,Chiroptera,Hipposideridae,Hipposideros,speoris,Hipposideros_speoris,32,32,,XY,,15,unfused,Animal Karyotype Book,Sreepada et al. 1993
476,Chiroptera,Phyllostomidae,Diaemus,youngi,Diaemus_youngi,32,32,,XY,,15,unfused,Animal Karyotype Book,Varella-Garcia et al. 1989
477,Chiroptera,Phyllostomidae,Diphylla,ecaudata,Diphylla_ecaudata,32,32,,XY,,15,unfused,Animal Karyotype Book,Baker et al. 1979
480,Chiroptera,Phyllostomidae,Erophylla,sezekorni,Erophylla_sezekorni,32,32,,XY,,15,unfused,Animal Karyotype Book,Baker et al. 1979
481,Chiroptera,Phyllostomidae,Glossophaga,soricina,Glossophaga_soricina,32,32,,XY,,15,unfused,Blackmon,Varella-Garcia et al. 1989
487,Chiroptera,Phyllostomidae,Lonchorhina,aurita,Lonchorhina_aurita,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Barros et al. 2009
495,Chiroptera,Phyllostomidae,Micronycteris,brachyotis,Micronycteris_brachyotis,32,32,,XY,,15,unfused,Animal Karyotype Book,Baker et al. 1979
502,Chiroptera,Phyllostomidae,Mimon,crenulatum,Mimon_crenulatum,32,32,,XY,,15,unfused,Blackmon,Baker et al. 1979
503,Chiroptera,Phyllostomidae,Monophyllus,redmani,Monophyllus_redmani,32,32,,XY,,15,unfused,Animal Karyotype Book,Baker et al. 1979
504,Chiroptera,Phyllostomidae,Phylloderma,stenops,Phylloderma_stenops,32,32,,XY,,15,unfused,Animal Karyotype Book,Baker et al. 1979
505,Chiroptera,Phyllostomidae,Phyllonycteris,poeyi,Phyllonycteris_poeyi,32,32,,XY,,15,unfused,Animal Karyotype Book,Baker et al. 1979
507,Chiroptera,Phyllostomidae,Phyllostomus,discolor,Phyllostomus_discolor,32,32,,XY,,15,unfused,Animal Karyotype Book,Baker et al. 1979
509,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus_hastatus,32,32,,XY,,15,unfused,Animal Karyotype Book 2020,Pieczarka et al. 2005
